,Game_ID,Player_ID,OffRtg,DefRtg
0,006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,80.76923076923077,94.11764705882352
1,006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,96.42857142857143,72.41379310344827
2,006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,80.0,89.28571428571429
3,006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,89.28571428571429,80.0
4,006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
5,006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
6,006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,89.28571428571429,80.0
7,006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,89.28571428571429,80.0
8,006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,72.41379310344827,96.42857142857143
9,006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,80.0,89.28571428571429
10,006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,91.11111111111111,80.23255813953489
11,006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,75.0,92.3076923076923
12,006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,76.27118644067797,92.85714285714286
13,006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,72.41379310344827,96.42857142857143
14,006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,72.41379310344827,96.42857142857143
15,006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438,0.0,0.0
16,006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba,0.0,0.0
17,006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d,0.0,0.0
