Game_ID	Player_ID	OffRtg	DefRtg
006728e4c10e957011e1f24878e6054a	ae53f8ba6761b64a174051da817785bc	80.0	100.0
006728e4c10e957011e1f24878e6054a	44230324724c84f122ac62a5f0918314	108.57142857142857	88.88888888888889
006728e4c10e957011e1f24878e6054a	8d2127290c94bd41b82a2938734bc750	116.36363636363636	130.9090909090909
006728e4c10e957011e1f24878e6054a	48ec4e6c52f418d5ca4ef510ba473ea0	110.34482758620689	110.34482758620689
006728e4c10e957011e1f24878e6054a	616281dee946056b071699476fdee9ec	115.0	124.39024390243902
006728e4c10e957011e1f24878e6054a	e814950408915f43de2b079dce7c21c5	106.45161290322581	118.0327868852459
006728e4c10e957011e1f24878e6054a	2ad626904c8b28cceb8e12c624a84240	88.88888888888889	116.21621621621621
006728e4c10e957011e1f24878e6054a	766802a8fda500d7945950de7398c9c6	109.72222222222223	113.88888888888889
006728e4c10e957011e1f24878e6054a	99104de2626f67c1fa2ce70504970c3f	106.77966101694915	105.55555555555556
006728e4c10e957011e1f24878e6054a	42e0d7167f04a4ff958c6442da0e6851	114.70588235294117	116.41791044776119
006728e4c10e957011e1f24878e6054a	c5dd5b2e3b975f0849d9b74e74125cb9	105.0632911392405	118.75
006728e4c10e957011e1f24878e6054a	5db9c1c8184510fee8161e7fafdc9c49	81.81818181818181	97.14285714285714
006728e4c10e957011e1f24878e6054a	f4a5ca938177c407a9dab5412e39498f	86.66666666666667	103.2258064516129
006728e4c10e957011e1f24878e6054a	4ef3dae16c436459ff05156abca5cebd	113.04347826086956	90.9090909090909
006728e4c10e957011e1f24878e6054a	618f6d58ab2881152607c2a6e057bc51	125.53191489361703	123.40425531914893
006728e4c10e957011e1f24878e6054a	4413c19cf092bda39332d7833c90bfe6	134.48275862068965	106.06060606060606
006728e4c10e957011e1f24878e6054a	5cce6ffa455e6372d9de0de400482ab6	121.95121951219512	82.05128205128206
006728e4c10e957011e1f24878e6054a	4dd3d6a51dc97c651d3a86eec4362a1f	131.42857142857142	100.0
006728e4c10e957011e1f24878e6054a	d81d912f81fa43178f423aa89a713e96	131.42857142857142	122.85714285714286
03ac65b9a32fde1e201bfb427f6e41e4	255fe2a8be0ed5c06dd99969ab4fea55	152.0	122.22222222222223
03ac65b9a32fde1e201bfb427f6e41e4	52c6125836c465f4ac5232121dacb49d	141.93548387096774	117.6470588235294
03ac65b9a32fde1e201bfb427f6e41e4	ff59dc439c6c323320bc355afe884fcb	101.3157894736842	101.33333333333333
03ac65b9a32fde1e201bfb427f6e41e4	7dfbb5980c066844384ba7424aceae47	106.97674418604652	105.88235294117646
03ac65b9a32fde1e201bfb427f6e41e4	3626b893fc73a5cbd67d1ea48a5c7039	106.52173913043478	107.29166666666667
03ac65b9a32fde1e201bfb427f6e41e4	0b978fcfa7f2ec839c563a755e345ff8	75.0	112.5
03ac65b9a32fde1e201bfb427f6e41e4	1a6703883f8f47bb4daf09c03be3bda2	138.46153846153845	98.46153846153847
03ac65b9a32fde1e201bfb427f6e41e4	ff52c317e26534ae1679da3c917e9fec	109.43396226415095	112.5
03ac65b9a32fde1e201bfb427f6e41e4	31598ba01a3fff03ed0a87d7dea11dfe	102.38095238095238	111.9047619047619
03ac65b9a32fde1e201bfb427f6e41e4	11beb0ae23e6425510297a31fa21881e	103.57142857142857	113.0952380952381
03ac65b9a32fde1e201bfb427f6e41e4	6ad10958a1d4920dccb1daec39bebd6b	100.0	100.0
03ac65b9a32fde1e201bfb427f6e41e4	83c15c0962941640faab838a8f6f151d	103.06122448979592	104.21052631578948
